objectid,parentid,title,date,description,subject,location,creator,latitude,longitude,source,digital_collection,identifier,language,rights,rightsstatement,format_original,type,format,filename,display_template,object_location,image_small,image_thumb
watkins35,,High Ore Mine 300 ft. level West [no. 1203],1890,High ore 300 ft. level West Showing timbers along foot wall,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1203,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1203.jpg,image,/objects/89-1203.jpg,/objects/small/89-1203_sm.jpg,/objects/thumbs/89-1203_th.jpg
watkins36,,High Ore Mine 500 ft. level West [no. 1204],1890,High ore 500 ft. level West Showing ore and timbers on foot wall,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1204,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1204.jpg,image,/objects/89-1204.jpg,/objects/small/89-1204_sm.jpg,/objects/thumbs/89-1204_th.jpg
watkins37,,High Ore Mine 300 ft. level East [no. 1205],1890,High ore 300 ft. level East Showing tripod and drilling machine in operation,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1205,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1205.jpg,image,/objects/89-1205.jpg,/objects/small/89-1205_sm.jpg,/objects/thumbs/89-1205_th.jpg
watkins38,,High Ore Mine 300 ft. level West [no. 1206],1890,High ore 300 ft. level West Showing [timbering along foot wall landing],"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1206,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1206.jpg,image,/objects/89-1206.jpg,/objects/small/89-1206_sm.jpg,/objects/thumbs/89-1206_th.jpg
watkins39,,High Ore Mine 300 ft. level West [no. 1207],1890,High ore 300 ft. level West Showing ore after blasting,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1207,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1207.jpg,image,/objects/89-1207.jpg,/objects/small/89-1207_sm.jpg,/objects/thumbs/89-1207_th.jpg
watkins40,,High Ore Mine 200 ft. level East [no. 1208],1890,High ore 200 ft. level East Showing two sets of ore in face of drift,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1208,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1208.jpg,image,/objects/89-1208.jpg,/objects/small/89-1208_sm.jpg,/objects/thumbs/89-1208_th.jpg
watkins41,,High Ore Mine 200 ft. level East [no. 1209],1890,High ore 200 ft. level East Showing ore in hanging wall Ore 15 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1209,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1209.jpg,image,/objects/89-1209.jpg,/objects/small/89-1209_sm.jpg,/objects/thumbs/89-1209_th.jpg
watkins42,,High Ore Mine 200 ft. level East [no. 1210],1890,High ore 200 ft. level East Ore 25 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1210,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1210.jpg,image,/objects/89-1210.jpg,/objects/small/89-1210_sm.jpg,/objects/thumbs/89-1210_th.jpg
watkins43,,High Ore Mine 400 ft. level East still floor [no. 1211],1890,High ore 400 level East sill showing floor Showing ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02388889,-112.5197222,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1211,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1211.jpg,image,/objects/89-1211.jpg,/objects/small/89-1211_sm.jpg,/objects/thumbs/89-1211_th.jpg
watkins44,,Anaconda Mine 1000 ft. level West [no. 1168],1890,Anaconda Mine 1000 level West. Wealth of ore 75 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.01972222,-112.5236111,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1168,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1168.jpg,image,/objects/89-1168.jpg,/objects/small/89-1168_sm.jpg,/objects/thumbs/89-1168_th.jpg
watkins45,,"Mountain Consolidated Mine 100 ft. level Station (note ""1890"" on beam) [no. 1212]",1890,"Mt Com 100 Station [note ""1890"" on beam]","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1212,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1212.jpg,image,/objects/89-1212.jpg,/objects/small/89-1212_sm.jpg,/objects/thumbs/89-1212_th.jpg
watkins46,,Mountain Consolidated Mine 100 Station at shaft [no. 1214],1890,Mt Con 100 Station at shaft,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1214,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1214.jpg,image,/objects/89-1214.jpg,/objects/small/89-1214_sm.jpg,/objects/thumbs/89-1214_th.jpg
watkins47,,Mountain Consolidated Mine 100 ft. level [no. 1215],1890,Mt Con 100 level Showing miners replacing and repairing old timbers,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1215,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1215.jpg,image,/objects/89-1215.jpg,/objects/small/89-1215_sm.jpg,/objects/thumbs/89-1215_th.jpg
watkins48,,Mountain Consolidated Mine 400 ft. level East still floor breast [no. 1216],1890,Mt Con 400 level East sill floor breast. Showing Supt. Carroll and drilling machine in act of drilling ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1216,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1216.jpg,image,/objects/89-1216.jpg,/objects/small/89-1216_sm.jpg,/objects/thumbs/89-1216_th.jpg
watkins49,,Mountain Consolidated Mine 100 ft. level East still floor [no. 1217],1890,Mt Con 100 level East sill floor.  Showing miners in ore breast filling ore cars. Ore 12 ft.,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1217,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1217.jpg,image,/objects/89-1217.jpg,/objects/small/89-1217_sm.jpg,/objects/thumbs/89-1217_th.jpg
watkins50,,Mountain Consolidated Mine 400 ft. level East [no. 1218],1890,Mt Con 400 level East. Showing drift and timbers 100 ft. west of ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1218,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1218.jpg,image,/objects/89-1218.jpg,/objects/small/89-1218_sm.jpg,/objects/thumbs/89-1218_th.jpg
watkins51,,Mountain Consolidated Mine 100 ft. level West still floor [no. 1219],1890,Mt Con 100 level West sill floor.  Showing untimbered ore breast,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1219,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1219.jpg,image,/objects/89-1219.jpg,/objects/small/89-1219_sm.jpg,/objects/thumbs/89-1219_th.jpg
watkins52,,Mountain Consolidated Mine 400 ft. level East still floor [no. 1220],1890,Mt Con 400 level East sill floor Showing ore breast without timbers,"Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",United States--Montana--Silver Bow County--Butte--Anaconda Mine,"Watkins, Carleton E.",46.02333333,-112.5313889,PG 89 - University of Idaho Library Special Collections & Archives,"Carleton Watkins Mine Interiors Collection, https://www.lib.uidaho.edu/digital/watkins/",89-1220,eng,"Material in Public Domain due to date of creation. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,Black and White Photograph,Image;StillImage,image/jpeg,89-1220.jpg,image,/objects/89-1220.jpg,/objects/small/89-1220_sm.jpg,/objects/thumbs/89-1220_th.jpg
